id,name,year_birth,year_death,dinasty
174,Mary Frances Bowes-Lyon,1883.0,1961.0,Bowes-Lyon
175,Patrick  Bowes-Lyon,1884.0,1949.0,Bowes-Lyon
176,John Herbert Bowes-Lyon,1886.0,1930.0,Bowes-Lyon
177,Alexander Francis Bowes-Lyon,1887.0,1911.0,Bowes-Lyon
178,Fergus  Bowes-Lyon,1889.0,1915.0,Bowes-Lyon
179,Rose Constance Bowes-Lyon,1890.0,1967.0,Bowes-Lyon
180,Michael Claude Hamilton Bowes-Lyon,1893.0,1953.0,Bowes-Lyon
181,David  Bowes-Lyon,1902.0,1961.0,Bowes-Lyon
182,Claude  Bowes-Lyon,1824.0,1904.0,Bowes-Lyon
183,Frances Dora Smith,1832.0,1922.0,Smith
184,Thomas  Lyon-Bowes,1773.0,1846.0,Lyon-Bowes
185,Mary Elizabeth Louisa Carpenter,1783.0,1811.0,Carpenter
186,Thomas George Lyon-Bowes,1822.0,1865.0,Lyon-Bowes
187,John Lyon Bowes,1737.0,1776.0,Bowes
188,Mary Eleanor Bowes,1748.0,1800.0,Bowes
189,John Lyon Bowes,1769.0,1820.0,Bowes
190,Andrew Robinson Stoney,1747.0,1810.0,Stoney
191,Sydney  Buller-Fullerton-Elphinstone,1869.0,1955.0,Buller-Fullerton-Elphinstone
192,Dorothy Beatrix Godolphin-Osborne,1888.0,1946.0,Godolphin-Osborne
193,Fenella  Hepburn-Stuart-Forbes-Trefusis,1889.0,1966.0,Hepburn-Stuart-Forbes-Trefusis
194,Christian Norah Dawson-Damer,1890.0,1959.0,Dawson-Damer
195,William Spencer Leveson-Gower,1880.0,1953.0,Leveson-Gower
196,Elizabeth Margaret Cator,1899.0,1959.0,Cator
197,Rachel Pauline Spender-Clay,1907.0,1996.0,Spender-Clay
198,Jeanne  d'Albret,1528.0,1572.0,d'Albret
199,Frederick Charles Hohenzollern,1828.0,1885.0,Hohenzollern
200,Maria Anne of Anhalt-Dessau,1837.0,1906.0,Anhalt-Dessau
201,John Douglas Sutherland Campbell,1845.0,1914.0,Campbell
202,Frederick Augustus Hanover,1763.0,1827.0,Hanover
204,Charlotte Augusta Matilda Hanover,1766.0,1828.0,Hanover
206,Mary  von W\x81rttemberg,1799.0,1860.0,W\x81rttemberg
207,Charles William F. Cavendish-Bentinck,1817.0,1865.0,Cavendish-Bentinck
208,Caroline Louisa Burnaby,1832.0,1918.0,Burnaby
209,Augusta Sophia Hanover,1768.0,1840.0,Hanover
210,Elizabeth  Hanover,1770.0,1840.0,Hanover
212,Ernest Augustus I Hanover,1771.0,1851.0,Hanover
213,Augustus Frederick Hanover,1773.0,1843.0,Hanover
214,Mary  Hanover,1776.0,1857.0,Hanover
215,Sophia Matilda Hanover,1777.0,1848.0,Hanover
216,Octavius  Hanover,1779.0,1783.0,Hanover
217,Alfred  Hanover,1780.0,1782.0,Hanover
218,Amelia  Hanover,1783.0,1810.0,Hanover
219,Adelaide Louisa Theresa Saxe-Meiningen,1792.0,1849.0,Saxe-Meiningen
220,Charlotte Augusta Louisa Hanover,1819.0,1819.0,Hanover
221,Elizabeth Georgiana Adelaide Hanover,1820.0,1821.0,Hanover
222,Child  Hanover,1822.0,1822.0,Hanover
223,Twins  Hanover,1824.0,1824.0,Hanover
224,Marie  von Battenberg,1852.0,1923.0,Battenberg
225,Christian IX Schleswig-Holstein,1818.0,1906.0,Schleswig-Holstein
226,Louise Wilhelmina of Hesse-Cassel,1817.0,1898.0,Hesse-Cassel
228,Olga Constantinovna Romanov,1851.0,1926.0,Romanov
229,Nicholas  Schleswig-Holstein-Sonderburg,1872.0,1938.0,Schleswig-Holstein-Sonderburg
230,Catherine  Schleswig-Holstein-Sonderburg,1913.0,,Schleswig-Holstein-Sonderburg
231,Irene  Schleswig-Holstein-Sonderburg,1904.0,1974.0,Schleswig-Holstein-Sonderburg
232,Paul I Schleswig-Holstein-Sonderburg,1901.0,1964.0,Schleswig-Holstein-Sonderburg
233,Helen  Schleswig-Holstein-Sonderburg,1896.0,1982.0,Schleswig-Holstein-Sonderburg
234,Alexander I Schleswig-Holstein,1893.0,1920.0,Schleswig-Holstein
235,Sumner Moore Kirby,1895.0,1945.0,Kirby
238,Louise Alexandra Mountbatten,1889.0,1965.0,Mountbatten
239,Edward John VIII Spencer,1924.0,1992.0,Spencer
240,Elizabeth Sarah Spencer,1955.0,,Spencer
241,Cynthia Jane Spencer,1957.0,,Spencer
242,Charles Edward Maurice Spencer,1964.0,,Spencer
243,Raine  McCorquodale,1929.0,,McCorquodale
244,George Henry Hubert Lascelles,1923.0,,Lascelles
246,Ludwig IX of Hesse-Darmstadt,1719.0,1790.0,Hesse-Darmstadt
248,Frederica of Mecklenburg-Strelitz,1778.0,1841.0,Mecklenburg-Strelitz
249,George V Hanover,1819.0,1878.0,Hanover
250,Marie-Alexandrina of Saxe-Altenburg,1818.0,1907.0,Saxe-Altenburg
251,Ernest Augustus of Cumberland Hanover,1845.0,1923.0,Hanover
252,Frederica Sophia Marie Hanover,1848.0,1926.0,Hanover
253,Marie Ernestine Josephine Hanover,1849.0,1904.0,Hanover
254,Thyra Amelia Caroline Schleswig-Holstein,1853.0,1933.0,Schleswig-Holstein
255,Marie Louise Victoria Caroline Hanover,1879.0,1948.0,Hanover
256,George William Christian Hanover,1880.0,1912.0,Hanover
257,Alexandra Louise Marie Olga Hanover,1882.0,1963.0,Hanover
258,Olga Adelaide Louise Marie Hanover,1884.0,1958.0,Hanover
259,Christian Frederick William Hanover,1885.0,1901.0,Hanover
260,Ren\x82 Charles Marie of Bourbon-Parma,1894.0,,Bourbon-Parma
261,Liutbert Alfons von Pawel-Rammingen,1843.0,1932.0,Pawel-Rammingen
262,George William of Cambridge Hanover,1819.0,1904.0,Hanover
263,Sarah (Louisa) Fairbrother,1815.0,1890.0,Fairbrother
264,George William Adolphus FitzGeorge,1843.0,1907.0,FitzGeorge
265,Adolphus Augustus Frederick FitzGeorge,1846.0,1922.0,FitzGeorge
266,Augustus Charles Frederick FitzGeorge,1847.0,1933.0,FitzGeorge
267,Rosa Fredericka Baring,1854.0,1927.0,Baring
268,George William Fredrick FitzGeorge,1892.0,1960.0,FitzGeorge
269,Mabel Iris FitzGeorge,1886.0,,FitzGeorge
270,George Daphn\x82 FitzGeorge,1889.0,1954.0,FitzGeorge
271,Frederick William von Mecklenburg,1819.0,1904.0,Mecklenburg
272,George V von Mecklenburg-Strelitz,1848.0,1914.0,Mecklenburg-Strelitz
273,Elizabeth Marie of Anhalt,1857.0,1933.0,Anhalt
274,Adolphus Frederick VI von Mecklenburg,1882.0,1918.0,Mecklenburg
275,Charles Borwin von Mecklenburg,1888.0,1908.0,Mecklenburg
276,Victoria Marie von Mecklenburg,1878.0,1948.0,Mecklenburg
277,Augusta Charlotte Jutta von Mecklenburg,1880.0,1946.0,Mecklenburg
278,Adolphus II of Teck Cambridge,1868.0,1927.0,Cambridge
279,Francis Joseph Leopold Frederick of Teck,1870.0,1910.0,Teck
280,Alexander George of Teck Cambridge,1874.0,1957.0,Cambridge
281,Margaret Evelyn Grosvenor,1873.0,1929.0,Grosvenor
282,George Francis Hugh Cambridge,1895.0,1981.0,Cambridge
283,Frederick Charles Edward Cambridge,1907.0,1940.0,Cambridge
284,Victoria Constance Mary Cambridge,1897.0,1987.0,Cambridge
285,Helena  Cambridge,1899.0,1969.0,Cambridge
286,EdwardIIofCaernarvon,1284.0,1327.0,Caernarvon
287,Rupert Alexander George Cambridge,1907.0,1928.0,Cambridge
288,Maurice Francis George Cambridge,1910.0,1910.0,Cambridge
289,May Helen Emma Cambridge,1906.0,1994.0,Cambridge
290,William Frederick of Gloucester Hanover,1776.0,1834.0,Hanover
291,Gerald David Lascelles,1924.0,,Lascelles
292,Marion (Maria) Donata Nanetta Stein,1926.0,,Stein
293,David Henry George Lascelles,1950.0,,Lascelles
294,James Edward Lascelles,1953.0,,Lascelles
295,(Robert) Jeremy Hugh Lascelles,1955.0,,Lascelles
296,Angela  Dowding,1919.0,,Dowding
297,Henry Ulick Lascelles,1953.0,,Lascelles
299,Louise Charlotte of Denmark Oldenburg,1789.0,1864.0,Oldenburg
300,Frederick William of Hesse-Cassel,1820.0,1884.0,Hesse-Cassel
301,Frederick III von Hessen-Cassel,1747.0,1837.0,Hessen-Cassel
302,Caroline Polyxena of Nassau-Usingen,1762.0,1823.0,Nassau-Usingen
303,Alexander  von W\x81rttemberg,1804.0,1885.0,W\x81rttemberg
304,Claudine  von Kis-Rh\x82de,1812.0,1841.0,Kis-Rh\x82de
305,Claudine  von Teck,1836.0,1894.0,Teck
306,Amelie  von Hohenstein,1838.0,1893.0,Hohenstein
307,Paul  von Hugel,1835.0,1897.0,Hugel
308,Paul  von Hugel,1872.0,1912.0,Hugel
309,Ferdinand I of Hohenzollern-Sigmaringen,1865.0,1927.0,Hohenzollern-Sigmaringen
310,Christian Victor von Schleswig-Holstein,1867.0,1900.0,Schleswig-Holstein
311,Albert John von Schleswig-Holstein,1869.0,1931.0,Schleswig-Holstein
312,Helena Victoria von Schleswig-Holstein,1870.0,1948.0,Schleswig-Holstein
313,Frederick Harold von Schleswig-Holstein,1876.0,1876.0,Schleswig-Holstein
314,Patricia Elizabeth Tuckwell,1926.0,,Tuckwell
315,Mark Hubert Lascelles,1964.0,,Lascelles
316,Elizabeth Evelyn Collingwood,1924.0,,Collingwood
317,Davina Elizabeth Alice Windsor,1977.0,,Windsor
318,Rose Victoria Birgitte Windsor,1980.0,,Windsor
319,Marie-Christine  von Reibnitz,1945.0,,Reibnitz
320,Frederick Michael George David Windsor,1979.0,,Windsor
321,George II Augustus Hanover,1683.0,1760.0,Hanover
322,Wilhelmina-Caroline  von Brandenburg,1683.0,1737.0,Brandenburg
323,Frederick Louis Hanover,1707.0,1751.0,Hanover
325,Amelia Sophia Eleanor Hanover,1711.0,1786.0,Hanover
326,Caroline Elizabeth Hanover,1713.0,1759.0,Hanover
327,Son  Hanover,1716.0,1716.0,Hanover
328,George William Hanover,1717.0,1718.0,Hanover
329,William Augustus of Cumberland Hanover,1721.0,1765.0,Hanover
330,Mary  Hanover,1723.0,1772.0,Hanover
332,Augusta of Saxe-Gotha,1719.0,1772.0,Saxe-Gotha
333,Augusta  Hanover,1737.0,1813.0,Hanover
334,Edward Augustus Hanover,1739.0,1767.0,Hanover
335,Elizabeth Caroline Hanover,1740.0,1759.0,Hanover
336,William Henry of Gloucester Hanover,1743.0,1805.0,Hanover
337,Henry Frederick of Cumberland Hanover,1745.0,1790.0,Hanover
338,Louisa Anne Hanover,1749.0,1768.0,Hanover
339,Frederick William Hanover,1750.0,1765.0,Hanover
341,George I Louis Hanover,1660.0,1727.0,Hanover
342,Sophia Dorothea of Brunswick-L\x81neburg,1666.0,1726.0,Brunswick-L\x81neburg
345,Frederick William of Schleswig-Holstein,1785.0,1831.0,Schleswig-Holstein
346,Louise Caroline von Hessen-Cassel,1789.0,1867.0,Hessen-Cassel
347,Alexander of the Rhine von Hessen,1823.0,1888.0,Hessen
348,Julia of Battenberg Hauke,1825.0,1895.0,Hauke
349,Louis II of the Rhine von Hessen,1777.0,1848.0,Hessen
350,Wilhelmina  von Baden,1788.0,1836.0,Baden
351,John (Hans) Maurice Hauke,1775.0,1830.0,Hauke
352,Sophie la Fontaine,1790.0,1831.0,Fontaine
353,Constantine Nikolaievitch Romanov,1827.0,1892.0,Romanov
354,Elizabeth Alexandra of Saxe-Altenburg,1830.0,1911.0,Saxe-Altenburg
355,Joseph of Saxe-Altenburg,1789.0,1868.0,Saxe-Altenburg
357,Charles  von Hessen,1809.0,1877.0,Hessen
358,Elizabeth of Prussia Hohenzollern,1815.0,1885.0,Hohenzollern
360,William Charles A. Cavendish-Bentinck,1780.0,1826.0,Cavendish-Bentinck
361,Anne  Wellesley,1788.0,1875.0,Wellesley
362,Edwyn  Burnaby,1799.0,1867.0,Burnaby
363,Anne Caroline Salisbury,1806.0,1881.0,Salisbury
364,Oswald  Smith,1794.0,1863.0,Smith
365,Henrietta Mildred Hodgson,,,Hodgson
366,Albert Edward John Spencer,1892.0,1975.0,Spencer
367,Cynthia Elinor Beatrix Hamilton,1897.0,1972.0,Hamilton
368,Edmund Maurice Burke Roche,1885.0,1955.0,Roche
369,Ruth Sylvia Gill,1908.0,1993.0,Gill
370,James Boothby Burke Roche,1851.0,1920.0,Roche
371,Frances Ellen Work,1857.0,1947.0,Work
372,Frank  Work,1819.0,1911.0,Work
373,Ellen  Wood,1831.0,1877.0,Wood
374,John  Wood,1785.0,1848.0,Wood
375,Ellen  Strong,1802.0,1863.0,Strong
376,John  Work,,,Work
377,Sarah  Boude,,,Boude
378,Edmund Burke Roche,1815.0,1874.0,Roche
379,Elizabeth Caroline Boothby,1821.0,1897.0,Boothby
380,James Brownell Boothby,1791.0,1850.0,Boothby
381,Charlotte  Cunningham,,1893.0,Cunningham
382,Edward  Roche,,1855.0,Roche
383,Margaret Honoria Curtain,,1862.0,Curtain
384,James Albert Edward Hamilton,1869.0,1953.0,Hamilton
385,Rosalind Cecilia Caroline Bingham,1869.0,1958.0,Bingham
386,James  Hamilton,1838.0,1913.0,Hamilton
387,Mary Anna Curzon-Howe,1848.0,1929.0,Curzon-Howe
388,George  Bingham,1830.0,1914.0,Bingham
389,Cecilia Catherine Gordon-Lennox,1838.0,1910.0,Gordon-Lennox
390,William Smith Gill,1865.0,1957.0,Gill
391,Ruth  Littlejohn,1879.0,1964.0,Littlejohn
392,Alexander Ogston Gill,1833.0,1908.0,Gill
393,Barbara Smith Marr,1843.0,,Marr
394,David  Littlejohn,1841.0,1924.0,Littlejohn
395,Jane  Crombie,1843.0,1917.0,Crombie
396,Charles Robert Spencer,1857.0,1922.0,Spencer
397,Margaret  Baring,1868.0,1906.0,Baring
398,Frederick  Spencer,1798.0,1857.0,Spencer
399,Adelaide Horatia Elizabeth Seymour,1825.0,1877.0,Seymour
400,Edward Charles Baring,1828.0,1897.0,Baring
401,Louisa Emily Charlotte Bulteel,1839.0,1892.0,Bulteel
402,Augusta Victoria von Schleswig-Holstein,1858.0,1921.0,Schleswig-Holstein
403,Bernard III of Saxe-Meiningen,1851.0,1928.0,Saxe-Meiningen
404,Adolf of Schaumburg-Lippe,1859.0,1916.0,Schaumburg-Lippe
405,Constantine I Schleswig-Holstein,1868.0,1923.0,Schleswig-Holstein
406,Frederick Charles von Hessen,1868.0,1940.0,Hessen
407,Victoria Adelheid von Schleswig-Holstein,1885.0,1970.0,Schleswig-Holstein
408,Irene Frances Adza Denison,1890.0,1956.0,Denison
409,Alfonso XIII of Spain de Bourbon,1886.0,1941.0,Bourbon
412,William I of Germany Hohenzollern,1797.0,1888.0,Hohenzollern
413,Frederica  Hohenzollern,1799.0,1800.0,Hohenzollern
415,Charles Augustus Brunswick-Wolfenb\x81ttel,1766.0,1806.0,Brunswick-Wolfenb\x81ttel
416,Ferdinand  Hohenzollern,1804.0,1806.0,Hohenzollern
418,Albert of Prussia Hohenzollern,1809.0,1872.0,Hohenzollern
419,Hermine of Reuss,1887.0,1947.0,Reuss
420,Frederick William Hohenzollern,1882.0,1951.0,Hohenzollern
421,Eitel-Frederick Christian Hohenzollern,1883.0,1942.0,Hohenzollern
422,Adalbert Ferdinand Berengar Hohenzollern,1884.0,1948.0,Hohenzollern
423,Augustus William Hohenzollern,1887.0,1949.0,Hohenzollern
424,Oscar Charles Gustav Adolf Hohenzollern,1888.0,1958.0,Hohenzollern
425,Joachim Francis Humbert Hohenzollern,1890.0,1920.0,Hohenzollern
426,Victoria Louise of Prussia Hohenzollern,1892.0,1980.0,Hohenzollern
428,Louise  Hohenzollern,1838.0,1923.0,Hohenzollern
429,Frederick I of Baden Z\x84hringen,1826.0,1907.0,Z\x84hringen
430,Alphonso Pius of Cavadonga de Bourbon,1907.0,1938.0,Bourbon
432,Juan of Spain de Bourbon,1913.0,1993.0,Bourbon
433,Beatriz Isabel Frederica Alfonsa Bourbon,1909.0,,Bourbon
434,Maria de las Mercedes,1910.0,2000.0,Mercedes
435,Juan Carlos of Spain de Bourbon,1938.0,,Bourbon
436,Marie (Mignon) Hohenzollern,1900.0,1961.0,Hohenzollern
437,Elizabeth of Romania Hohenzollern,1894.0,1956.0,Hohenzollern
438,Carol II Hohenzollern-Sigmaringen,1893.0,1953.0,Hohenzollern-Sigmaringen
439,George II Schleswig-Holstein-Sonderburg,1890.0,1947.0,Schleswig-Holstein-Sonderburg
440,Alexander I of Yugoslavia Karadjordjevic,1888.0,1934.0,Karadjordjevic
441,Sophia  Schleswig-Holstein-Sonderburg,1938.0,,Schleswig-Holstein-Sonderburg
442,Elena Maria Isabela Dominica de Bourbon,1963.0,,Bourbon
443,Cristina Frederica Victoria de Bourbon,1965.0,,Bourbon
444,Filipe Juan Pablo of Asturias de Bourbon,1968.0,,Bourbon
445,Gustav Adolf of Sweden Bernadotte,1906.0,1947.0,Bernadotte
446,Erik Gustaf Louis Bernadotte,1889.0,1918.0,Bernadotte
447,Sigvard Oscar Fredrik Bernadotte,1907.0,,Bernadotte
448,Bertil Gustaf Oscar Bernadotte,1912.0,1997.0,Bernadotte
449,Carl Johan Arthur Bernadotte,1916.0,,Bernadotte
450,Olav V of Norway Gl\x81cksburg,1903.0,1991.0,Gl\x81cksburg
451,M\x84rtha Sophie Louise Bernadotte,1901.0,1954.0,Bernadotte
452,Harald V of Norway Gl\x81cksburg,1937.0,,Gl\x81cksburg
453,Sonja  Haraldsen,1937.0,,Haraldsen
454,M\x84rtha Louise Gl\x81cksburg,1971.0,,Gl\x81cksburg
455,Haakon of Norway Magnus Gl\x81cksburg,1973.0,,Gl\x81cksburg
456,Gustav V of Sweden Bernadotte,1858.0,1950.0,Bernadotte
457,Victoria of Baden Z\x84hringen,1862.0,1930.0,Z\x84hringen
458,Oscar II of Sweden Bernadotte,1829.0,1907.0,Bernadotte
459,Sophia Wilhelmina Mariana von Nassau,1836.0,1913.0,Nassau
460,Eleonore of Solms-Hohensolms-Lich,1871.0,1937.0,Solms-Hohensolms-Lich
461,George Donatus von Hessen-Darmstadt,1906.0,1937.0,Hessen-Darmstadt
462,Ludwig  von Hessen,1908.0,1968.0,Hessen
463,Cecilie  Schleswig-Holstein-Sonderburg,1911.0,1937.0,Schleswig-Holstein-Sonderburg
464,Margaret  Campbell-Geddes,1913.0,1997.0,Campbell-Geddes
465,Christopher  Schleswig-Holstein,1888.0,1940.0,Schleswig-Holstein
466,George  Schleswig-Holstein-Sonderburg,1869.0,1957.0,Schleswig-Holstein-Sonderburg
467,Olga  Schleswig-Holstein-Sonderburg,1881.0,1881.0,Schleswig-Holstein-Sonderburg
468,Michael I Hohenzollern-Sigmaringen,1921.0,,Hohenzollern-Sigmaringen
469,Anne Antoinette of Bourbon-Parma,1923.0,,Bourbon-Parma
470,Frederica Louise Thyra von Hanover,1917.0,1981.0,Hanover
471,Constantine II Schleswig-Holstein,1940.0,,Schleswig-Holstein
472,Anne-Marie of Denmark Schleswig-Holstein,1946.0,,Schleswig-Holstein
473,Aspasia  Manos,1896.0,1972.0,Manos
474,Alexandra  Schleswig-Holstein-Sonderburg,1921.0,1993.0,Schleswig-Holstein-Sonderburg
475,Peter II of Yugoslavia Karadjordjevic,1923.0,1970.0,Karadjordjevic
476,Sophia  Schleswig-Holstein-Sonderburg,1914.0,,Schleswig-Holstein-Sonderburg
477,Gottfried Victor of Hohenlohe-Langenburg,1897.0,1960.0,Hohenlohe-Langenburg
478,Ruprecht Sigismund Hohenlohe-Langenburg,1944.0,1978.0,Hohenlohe-Langenburg
479,Berthold Frederick William von Baden,1906.0,1963.0,Baden
480,Fourth Child von Baden,,,Baden
481,Christopher Ernest von Hessen,1901.0,1943.0,Hessen
484,Ludwig Frederick Alexander W\x81rttemberg,1756.0,1817.0,W\x81rttemberg
485,Henriette of Nassau-Weilburg,1770.0,1857.0,Nassau-Weilburg
486,Alexander of Bulgaria von Battenberg,1857.0,1893.0,Battenberg
487,Francis Joseph von Battenberg,1861.0,1924.0,Battenberg
488,Gustav Ernst of Erbach-Sch\x94nberg,1840.0,1908.0,Erbach-Sch\x94nberg
489,Johanna  Loisinger,1865.0,1951.0,Loisinger
490,Anna of Montenegro Petrovic-Njegos,1874.0,1971.0,Petrovic-Njegos
491,Alexandra Alexandrovna Romanov,1842.0,1849.0,Romanov
492,Nicholas Alexandrovich Romanov,1843.0,1865.0,Romanov
493,Louis III of Hesse,1806.0,1877.0,Hesse
494,Edwina Cynthia Annette Ashley,1901.0,1960.0,Ashley
496,Frederica Caroline of Hesse-Darmstadt,1752.0,1782.0,Hesse-Darmstadt
497,Henry  von Hessen,1838.0,1900.0,Hessen
498,William  von Hessen,1845.0,1900.0,Hessen
499,Anna  von Hessen,1843.0,1865.0,Hessen
500,Patricia Edwina Victoria Mountbatten,1924.0,,Mountbatten
501,Pamela Carmen Louise Mountbatten,1929.0,,Mountbatten
502,Nadejda (Nada) Mikhailovna de Torby,1896.0,1963.0,Torby
503,Tatiana Elizabeth Mountbatten,1917.0,1988.0,Mountbatten
504,David of Milford Haven Mountbatten,1919.0,1970.0,Mountbatten
505,John Ulick Knatchbull,1924.0,,Knatchbull
506,Norton Louis Philip Knatchbull,1947.0,,Knatchbull
507,David Nightingale Hicks,1929.0,1998.0,Hicks
508,Edwina Victoria Louise Hicks,1961.0,,Hicks
509,Iris Victoria Beatrice Mountbatten,1920.0,1982.0,Mountbatten
510,Auguste  von Harrach,1800.0,1873.0,Harrach
511,Daughter  Hohenzollern,,,Hohenzollern
512,Frederick William Nicholas von Nassau,1833.0,1834.0,Nassau
513,Rosalie of Hohenau von Rauch,1820.0,1879.0,Rauch
514,Himiltude,,,
515,Paul Frederick von Mecklenburg-Schwerin,1800.0,1842.0,Mecklenburg-Schwerin
517,Caroline of Zweibr\x81cken-Birkenfeld,1721.0,1774.0,Zweibr\x81cken-Birkenfeld
518,Cecilie  von Mecklenburg-Schwerin,1886.0,1954.0,Mecklenburg-Schwerin
519,William Frederick Hohenzollern,1906.0,1940.0,Hohenzollern
520,Louis Ferdinand of Prussia Hohenzollern,1907.0,1994.0,Hohenzollern
521,Hubertus Charles William Hohenzollern,1909.0,1950.0,Hohenzollern
522,Frederick George William Mansfield,1911.0,1966.0,Mansfield
523,Alexandrine Irene Hohenzollern,1915.0,1980.0,Hohenzollern
524,Cecilie Victoria Anastasia Hohenzollern,1917.0,1975.0,Hohenzollern
525,Dorothea  von Salviati,1907.0,1972.0,Salviati
526,Felicitas Cecilie Hohenzollern,1934.0,,Hohenzollern
527,Christa Frederica Hohenzollern,1936.0,,Hohenzollern
528,Kira of Russia Kirillovna Romanov,1909.0,1967.0,Romanov
530,JoannaofAustria,1547.0,1578.0,Austria
531,Francesco I of Tuscany de' Medici,1541.0,1587.0,Medici
532,Alice  de Courtenay,,1211.0,Courtenay
533,Aymer of Angoul\x88me Taillefer,,1218.0,Taillefer
534,Kira Augusta Victoria Hohenzollern,1943.0,,Hohenzollern
535,Xenia Sophia Charlotte Hohenzollern,1949.0,1992.0,Hohenzollern
536,Maria Anna von Humboldt-Dachroeden,1916.0,,Humboldt-Dachroeden
537,Magdalene Pauline Reuss,1920.0,,Reuss
538,Anastasia Victoria Cecile Hohenzollern,1944.0,,Hohenzollern
539,Marie-Christine  Hohenzollern,1947.0,1966.0,Hohenzollern
540,Brigid Katherine Rachel Guinness,1920.0,1995.0,Guinness
541,Frederick Nicholas Mansfield,1946.0,,Mansfield
542,William Andrew Mansfield,1947.0,,Mansfield
543,Rupert Alexander Friedrick Mansfield,1955.0,,Mansfield
544,Victoria Marina Cecilie Mansfield,1952.0,,Mansfield
545,Antonia Elizabeth Brigid Mansfield,1955.0,,Mansfield
546,Clyde Kenneth Harris,1918.0,1958.0,Harris
547,Sophie Charlotte von Oldenburg,1879.0,1964.0,Oldenburg
548,Adelheid Erna Karoline of Saxe-Meiningen,1891.0,1971.0,Saxe-Meiningen
549,Alexandra Victoria of Schleswig-Holstein,1887.0,1957.0,Schleswig-Holstein
550,Ina-Maria  von Bassewitz-Levetzow,1888.0,1973.0,Bassewitz-Levetzow
551,Marie Auguste von Anhalt,1898.0,1983.0,Anhalt
552,Ernest Augustus of Brunswick- Hanover,1887.0,1953.0,Hanover
554,Elizabeth Christine of Brunswick,1715.0,1797.0,Brunswick
555,Frederica Charlotte Hohenzollern,1767.0,1820.0,Hohenzollern
557,Christine  Hohenzollern,1772.0,1773.0,Hohenzollern
558,Frederick Louis Charles Hohenzollern,1773.0,1796.0,Hohenzollern
560,Son Stillborn Hohenzollern,,,Hohenzollern
561,Augusta  Hohenzollern,1780.0,1841.0,Hohenzollern
562,Charles  Hohenzollern,1781.0,1846.0,Hohenzollern
563,William of Prussia Hohenzollern,1783.0,1851.0,Hohenzollern
564,Charles II of Mecklenburg-Strelitz,1741.0,1816.0,Mecklenburg-Strelitz
565,William I of Netherlands von Nassau,1772.0,1843.0,Nassau
566,William II von Hesse-Cassel,1777.0,1847.0,Hesse-Cassel
