id,name,year_birth,year_death,family,title
6228,Magnus Havardson,,,Havardson,
6229,Hakon Claw Havardson,,,Havardson,
6230,Dufniall Havardson,,,Havardson,
6231,Thorstein Havardson,,,Havardson,
6232,Thora Sumarlididottir,,,Sumarlididottir,
6233,Sumarlidi Ospaksson,,,Ospaksson,
6234,Ospak,,,Ospak,
6235,Thordis Halldottir,,,Halldottir,
6236,Hallof,,,of,
6237,Erling Erlendson,,1103.0,Erlendson,
6238,Cecilia Erlenddottir,,,Erlenddottir,
6239,Jaddvor Erlendson,,,Erlendson,
6240,Borgar Jaddvorson,,,Jaddvorson,
6241,Isaac,,,Isaac,
6242,Eindridi Isaacson,,,Isaacson,
6243,Kol Isaacson,,,Isaacson,
6244,Hrollaug Ragnvaldsson,,,Ragnvaldsson,
6245,Hallbera Hrollaugsdottir,,,Hrollaugsdottir,
6246,Hrafunkelof,,,of,
6247,Asbiorn Hrafunkelsson,,,Hrafunkelsson,
6248,Jon Ozur Asbiornsson,,,Asbiornsson,
6249,Thorey Jonsdottir,,,Jonsdottir,
6250,Thorstein Hallsson,,,Hallsson,
6251,Sigurdof,,,of,
6252,Swanhilda Eysteinsdottir,,,Eysteinsdottir,
6253,Ivar Ragnvaldsson,,,Ragnvaldsson,
6254,Snaefrid (Snowfair) Swasisdottir,,,Swasisdottir,
6255,Haldan Haaleg Haraldsson,,,Haraldsson,
6256,Gudred Liomi Haraldsson,,,Haraldsson,King of Hadeland
6257,Hrolf Nefia,,,Nefia,
6258,Ragnhild (Hildr) Hrolfsdottir,,,Hrolfsdottir,
6259,Rolf the GangerRagnvaldsson,,,GangerRagnvaldsson,Duke of Normandy 1st
6260,Thori the SilentRagnvaldsson,,,SilentRagnvaldsson,Jarl of More
6261,Gyda Ericsdottir,,,Ericsdottir,
6262,Alof Arbot Seasons-betteringHaraldsdot,,,Seasons-betteringHaraldsdot,
6263,Ericof,,,of,King of Hordaland
6264,Gunnhild Ozursdottir,,,Ozursdottir,
6265,Sons Eriksson,,,Eriksson,
6266,Margaret Knutsdottir,,,Knutsdottir,
6267,Kristina Stigsdottir,,,Stigsdottir,
6268,Charles (Karl) of SwedenSverkersson,,1167.0,SwedenSverkersson,King of Sweden
6269,Sverker II the YoungerKarlsson,,1210.0,YoungerKarlsson,King of Sweden
6270,John I of SwedenSverkersson,1201.0,1222.0,SwedenSverkersson,King of Sweden
6272,Daughter Emundsson,,,Emundsson,
6273,Stenkil I of SwedenRagnvaldsson,,1066.0,SwedenRagnvaldsson,King of Sweden
6274,Halsten of SwedenStenkilsson,,1070.0,SwedenStenkilsson,King of Sweden
6275,Inge I the Elder of SwedenStenkilsson,,1110.0,SwedenStenkilsson,King of Sweden
6276,???,,,???,
6277,Maer,,,Maer,
6278,Blot-Svenof,1050.0,1083.0,of,King of Sweden
6279,Phillip of SwedenHalstensson,,1118.0,SwedenHalstensson,King of Sweden
6280,Inge II the YoungerHalstensson,,1130.0,YoungerHalstensson,King of Sweden
6281,Katerina Ingesdottir,,,Ingesdottir,
6282,Kristina of SwedenIngesdottir,,1122.0,SwedenIngesdottir,
6283,Kristina Bjornsdottir,,,Bjornsdottir,
6284,MstislavI(Harald)of,1076.0,1132.0,of,Prince of Kiev
6285,Ingeborgof,,,of,
6286,Hendrik von Mecklenburg,,1383.0,Mecklenburg,Duke of Mecklenburg
6287,Vratislav of Pomerania,1362.0,1394.0,Pomerania,Duke of Pomerania
6288,Cearbhall MacDunghal,,,MacDunghal,King of Ossory & Dublin
6289,Rafertach MacDunghal,,,MacDunghal,
6290,Eyvind the EasterlingAustmann,,,EasterlingAustmann,
6291,Thorida Austmann,,,Austmann,
6292,Thorsteinthe,,,the,
6293,Groa,,,Groa,
6294,Duncanof,,,of,Mormaer of Caithness
6295,Grelod,,,Grelod,
6296,Daughter Thorfinnsdottir,,,Thorfinnsdottir,
6297,Daughter Thorfinnsdottir,,,Thorfinnsdottir,
6298,EinarKlining,,,Klining,
6299,EinarHardchaft,,,Hardchaft,
6300,Ragnhild Eiriksdottir,,,Eiriksdottir,
6301,Ragnfred Eiriksson,,,Eiriksson,King in Norway
6302,Gudred Eiriksson,,,Eiriksson,King in Norway
6303,Kiarvalof,,,of,King of Ireland
6304,Audna,,,Audna,
6305,Svanlaug Hlodvirsdottir,,,Hlodvirsdottir,
6306,Daughter Hlodvirsdottir,,,Hlodvirsdottir,
6307,Gilliof,,,of,Earl of Hebrides
6308,Havardof,,,of,Steward of Caithness
6309,Morugh MacFinn,,,MacFinn,King of Leinster
6310,Gormflaeth ingen MurchadaMacFinn,,1030.0,MurchadaMacFinn,
6311,Sihtric Silkbeard of DublinOlafsson,,1042.0,DublinOlafsson,King of Dublin
6312,Duncanof,,,of,Mormaer of Athol
6313,Sister,,,Sister,
6314,Moddanof,,,of,
6315,Halfdan Sigurdsson,,,Sigurdsson,
6316,Bergliot (Thorborg) Halfdansdottir,,,Halfdansdottir,
6317,Eilif Ragnvalsson,,,Ragnvalsson,
6318,Arpadof,,,of,Prince of Magyars
6319,Zoltanof,,,of,Prince of Magyars
6320,G\x82zaof,,,of,King of Hungary
6321,Daughter,,,Daughter,
6322,Sarolta,,,Sarolta,
6323,Peterof,,1047.0,of,King of Hungary
6324,SamuelAbaof,,1044.0,of,King of Hungary
6325,Michaelof,,,of,Regent of Poland
6326,Vazulof,,1037.0,of,Prince of Hungary
6327,AndrewIof,1001.0,1060.0,of,King of Hungary
6328,B\x82laIof,,1063.0,of,King of Hungary
6329,Salamonof,,1087.0,of,King of Hungary
6330,G\x82zaIof,,1077.0,of,King of Hungary
6331,LadislasI(St.)of,,1095.0,of,King of Hungary
6332,Kolomanof,1070.0,1114.0,of,King of Hungary
6333,Almosof,,1129.0,of,Duke of Croatia
6334,StephenIIof,1100.0,1131.0,of,King of Hungary
6335,B\x82laIIthe,,1141.0,the,King of Hungary
6336,G\x82zaIIof,1130.0,1161.0,of,King of Hungary
6337,LadislasIIof,,1163.0,of,King of Hungary
6338,StephenIVof,,1165.0,of,King of Hungary
6339,Emericof,,1204.0,of,King of Hungary
6340,AndrewIIof,,1235.0,of,King of Hungary
6341,LadislasIIIof,,1205.0,of,King of Hungary
6342,B\x82laIVof,1206.0,1270.0,of,King of Hungary
6343,StephenVof,,1272.0,of,King of Hungary
6344,Ladislas IV the Cumanian of Hungary,1262.0,1290.0,Hungary,King of Hungary
6345,Istvan,1235.0,1272.0,Istvan,Duke of Slavonia
6346,AndrewIIItheVenetianof,,1301.0,of,King of Hungary
6347,Constance,,1240.0,Constance,
6348,WenceslasIof,,1253.0,of,King of Bohemia
6349,PremyslOttokarIIthe,1230.0,1278.0,the,King of Bohemia
6350,WenceslasIIof,,1305.0,of,King of Bohemia/Poland
6351,Wenceslasof,,1305.0,of,King of Hungary
6352,Elizabeth,,,Elizabeth,
6353,Henry XIII of BavariaWittelsbach,,1290.0,BavariaWittelsbach,Duke of Bavaria
6354,Louis III of BavariaWittelsbach,,1296.0,BavariaWittelsbach,Duke of Bavaria
6355,Stephen I of BavariaWittelsbach,,1309.0,BavariaWittelsbach,Duke of Bavaria
6356,Otto III of BavariaWittelsbach,,1312.0,BavariaWittelsbach,Duke of Bavaria
6357,Maryof,,1323.0,of,
6358,Robertthewiseof,,1343.0,of,King of Naples
6359,Ludwig,,1362.0,Ludwig,
6360,CharlesIIof,1345.0,1386.0,of,King of Hungary
6361,Sigismundof,1368.0,1437.0,of,King of Hungary/Bohemia
6362,Elizabethof,1409.0,1442.0,of,
6363,Albert of AustriaHabsburg,,1439.0,AustriaHabsburg,King of Hungary/Bohemia
6364,Ladislas V Posthumus of BohemiaHabsburg,,1457.0,BohemiaHabsburg,King of Hungary/Bohemia
6365,VladislasIIof,1456.0,1516.0,of,King of Hungary/Bohemia
6366,LouisIIof,1506.0,1526.0,of,King of Hungary/Bohemia
6367,Anneof,1503.0,1547.0,of,
6368,Ferdinand I of AustriaHabsburg,1503.0,1564.0,AustriaHabsburg,King of Hungary/Emperor
6369,PremyslOttokarIof,,1230.0,of,King of Bohemia
6370,Elizabeth Wayte,,,Wayte,
6371,Henry Courtenay,1498.0,1538.0,Courtenay,Marquis of Exeter
6372,Elizabeth Grey,1505.0,1519.0,Grey,Baroness Lisle 5th
6373,Thomas Wayte,,,Wayte,
6374,Edmund Dudley,1462.0,1510.0,Dudley,Chancellor of Exchequer
6375,Elizabeth Grey,,1525.0,Grey,Baroness Lisle 6th
6376,Robert Dudley,,1649.0,Dudley,Earl of Warwick
6377,Andrew Dudley,,,Dudley,
6378,Jerome Dudley,,,Dudley,
6379,Frances Plantagenet,,,Plantagenet,
6380,Elizabeth Plantagenet,,,Plantagenet,
6381,Bridget Plantagenet,,,Plantagenet,
6382,Honor Grenville,1493.0,1566.0,Grenville,
6383,John Basset,1374.0,1463.0,Basset,
6384,Joan Beaumont,,,Beaumont,
6385,John Basset,1443.0,1485.0,Basset,Sir
6386,Elizabeth Budockshyde,,,Budockshyde,
6387,John Basset,1462.0,1528.0,Basset,Sir
6388,Elizabeth Dennis,,,Dennis,
6389,Anne Basset,,,Basset,
6390,Margery Basset,,,Basset,
6391,Jane Basset,,,Basset,
6392,Thomasine Basset,,,Basset,
6393,Philippa Basset,,,Basset,
6394,John Basset,,,Basset,
6395,Katherine Basset,,,Basset,
6396,Anne Basset,,,Basset,
6397,Mary Basset,,,Basset,
6398,George Basset,,,Basset,
6399,James Basset,,,Basset,
6400,Edward Stafford,1478.0,1521.0,Stafford,Duke of Buckingham 3rd
6401,Thomas of NorfolkMowbray,1385.0,1405.0,NorfolkMowbray,Earl of Norfolk
6402,John of NorfolkMowbray,1392.0,1432.0,NorfolkMowbray,Duke of Norfolk 2nd
6404,Margaret Chedworth,,1494.0,Chedworth,
6405,Thomas Howard,1496.0,1508.0,Howard,Lord
6406,Margaretof,,,of,
6407,Theodore I Laskaris,,1222.0,Laskaris,Emperor of Byzanium
6408,Maria Laskaris,,,Laskaris,
6409,Irene Laskaris,,,Laskaris,
6410,Anna,,,Anna,
6411,Kunegunda,,,Kunegunda,
6412,Konstancia,,,Konstancia,
6413,RostislavIof,,1168.0,of,Prince of Kiev
6414,ElenaRostislavaof,,1204.0,of,
6415,Agafia of Volyn'Sviatoslavna,,1247.0,Volyn'Sviatoslavna,
6416,SeimowitIof,,1262.0,of,
6417,Daniilof,,,of,
6418,Levi,,,Levi,
6419,Pereiaslavaof,,1283.0,of,
6420,YuryI,,1308.0,I,Danilovichi
6421,BoleslawII,,1313.0,II,
6422,Eufrozynaof,,1293.0,of,
6423,Siemowitof,,,of,
6424,Rostislavof,1225.0,1264.0,of,Prince of Kiev
6425,Kunegundaof,,1285.0,of,
6426,Kunegundof,,,of,
6427,Anezka,,1278.0,Anezka,
6428,Kunegunda,,1321.0,Kunegunda,
6429,Rudolf II of AustriaHabsburg,,1290.0,AustriaHabsburg,Duke of Austria
6430,Gaudemante-Sofia Traidenyte,,1288.0,Traidenyte,
6431,Gutta Habsburg,,1297.0,Habsburg,
6432,Ryskaof,,1335.0,of,
6433,Elizabethof,1292.0,1330.0,of,
6434,Anna,,1284.0,Anna,
6435,Andronicus II of ByzantiumPalaeologus,1259.0,1332.0,ByzantiumPalaeologus,Emperor of Byzantium
6436,JohntheBlindof,1296.0,1346.0,of,King of Bohemia
6437,Andrei,,1322.0,Andrei,
6438,Lev,,1322.0,Lev,
6439,Maria Yurevna,,1341.0,Yurevna,
6440,Trojden,,,Trojden,
6441,SiemowitII,,1343.0,II,
6442,BoleslawYury,,1340.0,Yury,
6443,Eufrozyna,,,Eufrozyna,
6444,Waclawof,,1336.0,of,
6445,Berta,,1341.0,Berta,
6446,Siemowit,,1345.0,Siemowit,
6447,Eufemia,,1364.0,Eufemia,
6448,SiemowitIII,,1381.0,III,
6449,CasimirI,,1355.0,I,
6450,Eufemia,,,Eufemia,
6451,Eufemia,,1418.0,Eufemia,
6452,Anna,,1403.0,Anna,
6453,JanuszI,,1429.0,I,
6454,Malgorzataof,,1409.0,of,
6455,SiemowitIV,,1426.0,IV,
6456,Ludmila,,,Ludmila,
6457,Two Sons,,,Sons,
6458,Henryk,,1392.0,Henryk,
6459,Elzbieta Gediminaite,,1364.0,Gediminaite,
6460,BoleslawIIIof,,1351.0,of,
6461,Annaof,,,of,
6462,HenryVof,,1369.0,of,
6463,Jadwiga,,1390.0,Jadwiga,
6464,One Daughter ThreeSons,,,ThreeSons,
6465,CasimirIIIof,,1370.0,of,
6466,Anna,,1425.0,Anna,
6467,Kunegunda,,1370.0,Kunegunda,
6468,Jadwiga,,1407.0,Jadwiga,
6469,Aleksandra Algirdaite,,1434.0,Algirdaite,
6470,Kazkoof,,1377.0,of,
6471,Danute Kestutaite,,,Kestutaite,
6472,Janusz,,1422.0,Janusz,
6473,BoleslawIII,,1428.0,III,
6474,Konrad,,1429.0,Konrad,
6475,Anna,,1458.0,Anna,
6476,Katarzynaof,,1464.0,of,
6477,Jadwigaof,,1339.0,of,
6478,Two Sons TwoDaughters,,,TwoDaughters,
6479,Elizabethof,,,of,
6480,Elzbieta-Bonifacja,,1399.0,Elzbieta-Bonifacja,
6481,Aldona Anna,,1339.0,Anna,
6482,Elzbieta,,1361.0,Elzbieta,
6483,Kunegunda,,1357.0,Kunegunda,
6484,Louis VI the RomanWittelsbach,1330.0,1365.0,RomanWittelsbach,Duke of Bavaria
